Service,Policy Definition,Parameter Requirements,Azure Security Benchmark,CIS,CCMC L3,ISO 27001,NIST SP 800-53 R4,NIST SP 800-171 R2,HIPAA HITRUST 9.2,New Zealand ISM,Parameters,Link
Monitoring,Log Analytics agent should be installed on your Linux Azure Arc machines,None,,,,,,,,,,
Monitoring,Log Analytics agent should be installed on your Windows Azure Arc machines,None,,,,,,,,,,
Monitoring,Network traffic data collection agent should be installed on Linux virtual machines,None,,,,,,,,,,
Monitoring,Network traffic data collection agent should be installed on Windows virtual machines,None,,,,,,,,,,
Monitoring,Saved-queries in Azure Monitor should be saved in customer storage account for logs encryption,None,,,,,,,,,,
Monitoring,Storage account containing the container with activity logs must be encrypted with BYOK,None,,5.1.4,,,,,,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Monitoring/ActivityLog_StorageAccountBYOK_Audit.json
Monitoring,The Log Analytics agent should be installed on Virtual Machine Scale Sets,None,,,,,,3.3.2,1216.09ab3System.12 - 09.ab,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Monitoring/VMSS_LogAnalyticsAgent_AuditIfNotExists.json
Monitoring,The Log Analytics agent should be installed on virtual machines,None,,,,,,3.3.2,1215.09ab2System.7 - 09.ab,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Monitoring/VirtualMachines_LogAnalyticsAgent_AuditIfNotExists.json
Monitoring,Workbooks should be saved to storage accounts that you control,None,,,,,,,,,,
Network,A custom IPsec/IKE policy must be applied to all Azure virtual network gateway connections,Required,,,,,,,,,"IPsecEncryption, IPsecIntegrity, IKEEncryption, IKEIntegrity, DHGroup, PFSGroup",
Network,All Internet traffic should be routed via your deployed Azure Firewall,None,,,,,,,,,,
Network,App Service should use a virtual network service endpoint,None,,,,,,,0861.09m2Organizational.67 - 09.m,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Network/VirtualNetworkServiceEndpoint_AppService_AuditIfNotExists.json
Network,Azure VPN gateways should not use 'basic' SKU,None,,,,,,,,,,
Network,Container Registry should use a virtual network service endpoint,None,,,,,,,,,,
Network,Cosmos DB should use a virtual network service endpoint,None,,,,,,,0864.09m2Organizational.12 - 09.m,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Network/VirtualNetworkServiceEndpoint_CosmosDB_Audit.json
Network,Event Hub should use a virtual network service endpoint,None,,,,,,,0863.09m2Organizational.910 - 09.m,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Network/VirtualNetworkServiceEndpoint_EventHub_AuditIfNotExists.json
Network,Flow logs should be configured for every network security group,None,,,,,,,,,,
Network,Flow logs should be enabled for every network security group,None,,,,,,,,,,
Network,Gateway subnets should not be configured with a network security group,None,,,,,,,0894.01m2Organizational.7 - 01.m,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Network/NetworkSecurityGroupOnGatewaySubnet_Deny.json
Network,Key Vault should use a virtual network service endpoint,None,,,,,,,0865.09m2Organizational.13 - 09.m,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Network/VirtualNetworkServiceEndpoint_KeyVault_Audit.json
Network,Network Watcher should be enabled,Required,LT-3,6.5,,,,3.14.6,0888.09n2Organizational.6 - 09.n,,"listOfLocations, resourceGroupName",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Network/NetworkWatcher_Enabled_Audit.json
Network,Network interfaces should disable IP forwarding,None,,,,,,,,,,
Network,Network interfaces should not have public IPs,None,,,,,,,,,,
Network,RDP access from the Internet should be blocked,None,NS-4,6.1,,,,,,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Network/NetworkSecurityGroup_RDPAccess_Audit.json
Network,SQL Server should use a virtual network service endpoint,None,,,,,,,0862.09m2Organizational.8 - 09.m,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Network/VirtualNetworkServiceEndpoint_SQLServer_AuditIfNotExists.json
Network,SSH access from the Internet should be blocked,None,NS-4,6.2,,,,,,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Network/NetworkSecurityGroup_SSHAccess_Audit.json
Network,Service Bus should use a virtual network service endpoint,None,,,,,,,0860.09m1Organizational.9 - 09.m,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Network/VirtualNetworkServiceEndpoint_ServiceBus_AuditIfNotExists.json
Network,Storage Accounts should use a virtual network service endpoint,None,,,,,,,0867.09m3Organizational.17 - 09.m,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Network/VirtualNetworkServiceEndpoint_StorageAccount_Audit.json
Network,Virtual machines should be connected to an approved virtual network,Required,,,,,,,0814.01n1Organizational.12 - 01.n,,virtualNetworkId,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Network/ApprovedVirtualNetwork_Audit.json
Network,Virtual networks should use specified virtual network gateway,Required,,,,,,,,,virtualNetworkGatewayId,
Network,Web Application Firewall (WAF) should be enabled for Application Gateway,None,NS-4,,,,,,,NS-7,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Network/WAF_AppGatewayEnabled_Audit.json
Network,Web Application Firewall (WAF) should be enabled for Azure Front Door Service service,None,NS-4,,,,,,,NS-7,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Network/WAF_AFD_Enabled_Audit.json
Network,Web Application Firewall (WAF) should use the specified mode for Application Gateway,Optional,,,,,,,,NS-7,modeRequirement,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Network/WAF_AppGatewayMode_Audit.json
Network,Web Application Firewall (WAF) should use the specified mode for Azure Front Door Service,Optional,,,,,,,,NS-7,modeRequirement,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Network/WAF_AFD_Mode_Audit.json
Portal,Shared dashboards should not have markdown tiles with inline content,None,,,,,,,,,,
SQL,Advanced data security should be enabled on SQL Managed Instance,None,IR-5,4.2.1,,,SI-4,3.14.6,,DM-6,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/SQL/SqlManagedInstance_AdvancedDataSecurity_Audit.json
SQL,Advanced data security should be enabled on your SQL servers,None,,4.2.1,,,SI-4,3.14.6,,DM-6,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/SQL/SqlServer_AdvancedDataSecurity_Audit.json
SQL,An Azure Active Directory administrator should be provisioned for SQL servers,None,IM-1,4.4,,A.9.2.3,AC-2 (7),,,DM-6,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/SQL/SQL_DB_AuditServerADAdmins_Audit.json
SQL,Auditing on SQL server should be enabled,Optional,LT-4,4.1.1,,A.12.4.4,AU-12,3.3.4,1211.09aa3System.4 - 09.aa,,setting,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/SQL/SqlServerAuditing_Audit.json
SQL,Azure SQL Database should have the minimal TLS version of 1.2,None,,,,,,,,,,
SQL,Bring your own key data protection should be enabled for MySQL servers,None,DP-5,,,,,,,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/SQL/MySQL_EnableByok_Audit.json
SQL,Bring your own key data protection should be enabled for PostgreSQL servers,None,DP-5,,,,,,,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/SQL/PostgreSQL_EnableByok_Audit.json
SQL,Connection throttling should be enabled for PostgreSQL database servers,None,,4.3.6,,,,,,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/SQL/PostgreSQL_ConnectionThrottling_Enabled_Audit.json
SQL,Disconnections should be logged for PostgreSQL database servers.,None,,4.3.5,,,,,,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/SQL/PostgreSQL_EnableLogDisconnections_Audit.json
SQL,Enforce SSL connection should be enabled for MySQL database servers,None,DP-4,4.3.1,,,,,0948.09y2Organizational.3 - 09.y,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/SQL/MySQL_EnableSSL_Audit.json
SQL,Enforce SSL connection should be enabled for PostgreSQL database servers,None,DP-4,4.3.2,,,,,0947.09y2Organizational.2 - 09.y,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/SQL/PostgreSQL_EnableSSL_Audit.json
SQL,Geo-redundant backup should be enabled for Azure Database for MariaDB,None,BR-2,,,,,,1627.09l3Organizational.6 - 09.l,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/SQL/GeoRedundant_DBForMariaDB_Audit.json
SQL,Geo-redundant backup should be enabled for Azure Database for MySQL,None,BR-2,,,,,,1622.09l2Organizational.23 - 09.l,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/SQL/GeoRedundant_DBForMySQL_Audit.json
SQL,Geo-redundant backup should be enabled for Azure Database for PostgreSQL,None,BR-2,,,,,,1626.09l3Organizational.5 - 09.l,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/SQL/GeoRedundant_DBForPostgreSQL_Audit.json
SQL,Infrastructure encryption should be enabled for Azure Database for MySQL servers,None,,,,,,,,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/SQL/MySQL_InfrastructureEncryption_Audit.json
SQL,Infrastructure encryption should be enabled for Azure Database for PostgreSQL servers,None,,,,,,,,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/SQL/PostgreSQL_InfrastructureEncryption_Audit.json
SQL,Log checkpoints should be enabled for PostgreSQL database servers,None,,4.3.3,,,,,,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/SQL/PostgreSQL_EnableLogCheckpoint_Audit.json
SQL,Log connections should be enabled for PostgreSQL database servers,None,,4.3.4,,,,,,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/SQL/PostgreSQL_EnableLogConnections_Audit.json
SQL,Log duration should be enabled for PostgreSQL database servers,None,,,,,,,,,,
SQL,Long-term geo-redundant backup should be enabled for Azure SQL Databases,None,BR-2,,,,,,1621.09l2Organizational.1 - 09.l,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/SQL/GeoRedundant_SQLDatabase_AuditIfNotExists.json
SQL,MariaDB server should use a virtual network service endpoint,None,,,,,,,,,,
SQL,MySQL server should use a virtual network service endpoint,None,,,,,,,,,,
SQL,PostgreSQL server should use a virtual network service endpoint,None,,,,,,,,,,
SQL,Private endpoint connections on Azure SQL Database should be enabled,None,NS-3,,,,,,,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/SQL/SqlServer_PrivateEndpoint_Audit.json
SQL,Private endpoint should be enabled for MariaDB servers,None,NS-3,,,,,,,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/SQL/MariaDB_EnablePrivateEndPoint_Audit.json
SQL,Private endpoint should be enabled for MySQL servers,None,NS-3,,,,,,,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/SQL/MySQL_EnablePrivateEndPoint_Audit.json
SQL,Private endpoint should be enabled for PostgreSQL servers,None,NS-3,,,,,,,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/SQL/PostgreSQL_EnablePrivateEndPoint_Audit.json
SQL,Public network access on Azure SQL Database should be disabled,None,NS-1,,,,,,,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/SQL/SqlServer_PublicNetworkAccess_Audit.json
SQL,Public network access should be disabled for MariaDB servers,None,NS-1,,,,,,,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/SQL/MariaDB_DisablePublicNetworkAccess_Audit.json
SQL,Public network access should be disabled for MySQL flexible servers,None,,,,,,,,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/SQL/MySQL_FlexibleServers_DisablePublicNetworkAccess_Audit.json
SQL,Public network access should be disabled for MySQL servers,None,NS-1,,,,,,,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/SQL/MySQL_DisablePublicNetworkAccess_Audit.json
SQL,Public network access should be disabled for PostgreSQL flexible servers,None,,,,,,,,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/SQL/PostgreSQL_FlexibleServers_DisablePublicNetworkAccess_Audit.json
SQL,Public network access should be disabled for PostgreSQL servers,None,NS-1,,,,,,,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/SQL/PostgreSQL_DisablePublicNetworkAccess_Audit.json
SQL,SQL Auditing settings should have Action-Groups configured to capture critical activities,None,,,,,,,,,,
SQL,SQL Database should avoid using GRS backup redundancy,None,,,,,,,,,,
SQL,SQL Managed Instance should have the minimal TLS version of 1.2,None,,,,,,,,,,
SQL,SQL Managed Instances should avoid using GRS backup redundancy,None,,,,,,,,,,
SQL,SQL managed instances should use customer-managed keys to encrypt data at rest,None,DP-5,4.5,,,,,0304.09o3Organizational.1 - 09.o,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/SQL/SqlManagedInstance_EnsureServerTDEisEncryptedWithYourOwnKey_Audit.json
SQL,SQL servers should retain audit data for at least 90 days,None,,,,,,,,,,
SQL,SQL servers should use customer-managed keys to encrypt data at rest,None,DP-5,4.5,,,,,0304.09o3Organizational.1 - 09.o,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/SQL/SqlServer_EnsureServerTDEisEncryptedWithYourOwnKey_Audit.json
SQL,Transparent Data Encryption on SQL databases should be enabled,None,DP-5,4.1.2,,A.10.1.1,SC-28 (1),3.13.16,0301.09o1Organizational.123 - 09.o,DM-6,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/SQL/SqlDBEncryption_Audit.json
SQL,Virtual network firewall rule on Azure SQL Database should be enabled to allow traffic from the specified subnet,Required,,,,,,,,,subnetId,
SQL,Vulnerability Assessment settings for SQL server should contain an email address to receive scan reports,None,,4.2.4,,,,,,ISM-3,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/SQL/SqlServer_VulnerabilityAssessmentEmails_Audit.json
SQL,Vulnerability assessment should be enabled on SQL Managed Instance,None,PV-6,4.2.2,,,,,0719.10m3Organizational.5 - 10.m,ISM-3,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/SQL/VulnerabilityAssessmentOnManagedInstance_Audit.json
SQL,Vulnerability assessment should be enabled on your SQL servers,None,PV-6,4.2.2,,,,,0709.10m1Organizational.1 - 10.m,ISM-3,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/SQL/VulnerabilityAssessmentOnServer_Audit.json
Search,Azure Cognitive Search service should use a SKU that supports private link,None,,,,,,,,,,
Search,Azure Cognitive Search services should disable public network access,None,,,,,,,,,,
Search,Resource logs in Search services should be enabled,Optional,LT-4,5.3,,,,,1208.09aa3System.1 - 09.aa,,requiredRetentionDays,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Search/Search_AuditDiagnosticLog_Audit.json
Security Center,A maximum of 3 owners should be designated for your subscription,None,PA-1,,,A.6.1.2,AC-6 (7),3.1.4,11112.01q2Organizational.67 - 01.q,AC-2,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_DesignateLessThanXOwners_Audit.json
Security Center,A vulnerability assessment solution should be enabled on your virtual machines,None,PV-6,,,A.12.6.1,SI-2,3.14.1,0711.10m2Organizational.23 - 10.m,ISM-3,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_ServerVulnerabilityAssessment_Audit.json
Security Center,Adaptive application controls for defining safe applications should be enabled on your machines,None,AM-6,,,A.12.6.2,CM-11,3.4.9,0607.10h2System.23 - 10.h,SS-4,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_AdaptiveApplicationControls_Audit.json
Security Center,Adaptive network hardening recommendations should be applied on internet facing virtual machines,None,NS-4,,,,SC-7,3.13.5,0859.09m1Organizational.78 - 09.m,NS-2,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_AdaptiveNetworkHardenings_Audit.json
Security Center,All network ports should be restricted on network security groups associated to your virtual machine,None,,,,A.13.1.1,SC-7,3.13.5,0858.09m1Organizational.4 - 09.m,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_UnprotectedEndpoints_Audit.json
Security Center,Allowlist rules in your adaptive application control policy should be updated,None,,,,,,,,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_AdaptiveApplicationControlsUpdate_Audit.json
Security Center,Authorized IP ranges should be defined on Kubernetes Services,None,NS-4,,,,,,,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_EnableIpRanges_KubernetesService_Audit.json
Security Center,Auto provisioning of the Log Analytics agent should be enabled on your subscription,None,LT-5,2.11,,,,,1220.09ab3System.56 - 09.ab,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_Automatic_provisioning_log_analytics_monitoring_agent.json
Security Center,Azure DDoS Protection Standard should be enabled,None,NS-4,,,,SC-5,,,NS-5,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_EnableDDoSProtection_Audit.json
Security Center,Azure Defender for App Service should be enabled,None,IR-5,2.2,,,,,,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_EnableAdvancedThreatProtectionOnAppServices_Audit.json
Security Center,Azure Defender for Azure SQL Database servers should be enabled,None,IR-5,2.3,,,,,,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_EnableAdvancedDataSecurityOnSqlServers_Audit.json
Security Center,Azure Defender for DNS should be enabled,None,,,,,,,,,,
Security Center,Azure Defender for Key Vault should be enabled,None,IR-5,2.8,,,,,,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_EnableAdvancedThreatProtectionOnKeyVaults_Audit.json
Security Center,Azure Defender for Kubernetes should be enabled,None,IR-5,2.6,,,,,,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_EnableAdvancedThreatProtectionOnKubernetesService_Audit.json
Security Center,Azure Defender for Resource Manager should be enabled,None,,,,,,,,,,
Security Center,Azure Defender for SQL servers on machines should be enabled,None,IR-5,2.4,,,,,,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_EnableAdvancedDataSecurityOnSqlServerVirtualMachines_Audit.json
Security Center,Azure Defender for Storage should be enabled,None,IR-5,2.5,,,,,,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_EnableAdvancedThreatProtectionOnStorageAccounts_Audit.json
Security Center,Azure Defender for container registries should be enabled,None,IR-5,2.7,,,,,,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_EnableAdvancedThreatProtectionOnContainerRegistry_Audit.json
Security Center,Azure Defender for servers should be enabled,None,ES-1,2.1,,,,,,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_EnableAdvancedThreatProtectionOnVM_Audit.json
Security Center,Deprecated accounts should be removed from your subscription,None,PA-3,,,A.9.2.6,AC-2,3.1.1,,AC-5,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_RemoveDeprecatedAccounts_Audit.json
Security Center,Deprecated accounts with owner permissions should be removed from your subscription,None,PA-3,,,A.9.2.6,AC-2,3.1.1,1147.01c2System.456 - 01.c,AC-5,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_RemoveDeprecatedAccountsWithOwnerPermissions_Audit.json
Security Center,Disk encryption should be applied on virtual machines,None,DP-5,7.2,,A.10.1.1,SC-28 (1),3.13.16,0302.09o2Organizational.1 - 09.o,DM-6,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_UnencryptedVMDisks_Audit.json
Security Center,Email notification for high severity alerts should be enabled,None,IR-2,2.14,,,,,,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_Email_notification.json
Security Center,Email notification to subscription owner for high severity alerts should be enabled,None,IR-2,,,,,3.14.6,,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_Email_notification_to_subscription_owner.json
Security Center,Endpoint protection solution should be installed on virtual machine scale sets,None,ES-3,,,,SI-3 (1),3.14.2,0201.09j1Organizational.124 - 09.j,DM-4,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_VmssMissingEndpointProtection_Audit.json
Security Center,External accounts with owner permissions should be removed from your subscription,None,PA-3,1.3,,A.9.2.5,AC-2,3.1.1,1146.01c2System.23 - 01.c,PRS-5,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_RemoveExternalAccountsWithOwnerPermissions_Audit.json
Security Center,External accounts with read permissions should be removed from your subscription,None,PA-3,1.3,,,AC-2,3.1.1,,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_RemoveExternalAccountsReadPermissions_Audit.json
Security Center,External accounts with write permissions should be removed from your subscription,None,PA-3,1.3,,A.9.2.5,AC-2,3.1.1,,PRS-5,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_RemoveExternalAccountsWritePermissions_Audit.json
Security Center,Guest Configuration extension should be installed on your machines,None,,,,,,,,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_GCExtOnVm.json
Security Center,IP Forwarding on your virtual machine should be disabled,None,NS-4,,,,,,,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_IPForwardingOnVirtualMachines_Audit.json
Security Center,Internet-facing virtual machines should be protected with network security groups,None,NS-4,,,,,3.13.5,0814.01n1Organizational.12 - 01.n,NS-2,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_NetworkSecurityGroupsOnInternetFacingVirtualMachines_Audit.json
Security Center,Kubernetes Services should be upgraded to a non-vulnerable Kubernetes version,None,PV-7,,,,,3.14.1,,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_UpgradeVersion_KubernetesService_Audit.json
Security Center,Log Analytics agent health issues should be resolved on your machines,None,LT-5,,,,,,,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_ResolveLaHealthIssues.json
Security Center,Log Analytics agent should be installed on your virtual machine for Azure Security Center monitoring,None,LT-5,,,,,,,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_InstallLaAgentOnVm.json
Security Center,Log Analytics agent should be installed on your virtual machine scale sets for Azure Security Center monitoring,None,LT-5,,,,,,,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_InstallLaAgentOnVmss.json
Security Center,MFA should be enabled accounts with write permissions on your subscription,None,IM-4,1.1,,A.9.4.2,IA-2 (1),3.5.3,11110.01q1Organizational.6 - 01.q,AC-17,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_EnableMFAForWritePermissions_Audit.json
Security Center,MFA should be enabled on accounts with owner permissions on your subscription,None,IM-4,1.1,,A.9.4.2,IA-2 (1),3.5.3,11109.01q1Organizational.57 - 01.q,AC-17,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_EnableMFAForOwnerPermissions_Audit.json
Security Center,MFA should be enabled on accounts with read permissions on your subscription,None,IM-4,1.2,,A.9.4.2,IA-2 (2),3.5.3,11111.01q2System.4 - 01.q,AC-17,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_EnableMFAForReadPermissions_Audit.json
Security Center,Management ports of virtual machines should be protected with just-in-time network access control,None,NS-4,,,,SC-7 (4) Ownership : Microsoft,,0858.09m1Organizational.4 - 09.m,AC-7,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_JITNetworkAccess_Audit.json
Security Center,Management ports should be closed on your virtual machines,None,NS-1,,,,,,1193.01l2Organizational.13 - 01.l,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_OpenManagementPortsOnVirtualMachines_Audit.json
Security Center,Monitor missing Endpoint Protection in Azure Security Center,None,ES-3,7.6,,A.12.6.1,SI-3 (1),3.14.2,0201.09j1Organizational.124 - 09.j,DM-4,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_MissingEndpointProtection_Audit.json
Security Center,Non-internet-facing virtual machines should be protected with network security groups,None,,,,,,,,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_NetworkSecurityGroupsOnInternalVirtualMachines_Audit.json
Security Center,Operating system version should be the most current version for your cloud service roles,None,,,,,,,,,,
Security Center,Role-Based Access Control (RBAC) should be used on Kubernetes Services,None,PA-7,8.5,,,,,1229.09c1Organizational.1 - 09.c,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_EnableRBAC_KubernetesService_Audit.json
Security Center,Security Center standard pricing tier should be selected,None,,,,,,,,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_Standard_pricing_tier.json
Security Center,Sensitive data in your SQL databases should be classified,None,,,,,,,,,,
Security Center,Service principals should be used to protect your subscriptions instead of management certificates,None,IM-2,,,,,,,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_UseServicePrincipalToProtectSubscriptions.json
Security Center,Subnets should be associated with a Network Security Group,None,NS-4,,,,,,0814.01n1Organizational.12 - 01.n,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_NetworkSecurityGroupsOnSubnets_Audit.json
Security Center,Subscriptions should have a contact email address for security issues,None,IR-2,2.13,,,,3.14.6,,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_Security_contact_email.json
Security Center,System updates on virtual machine scale sets should be installed,None,PV-7,,,,SI-2,3.14.1,1202.09aa1System.1 - 09.aa,PRS-5,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_VmssMissingSystemUpdates_Audit.json
Security Center,System updates should be installed on your machines,None,PV-7,7.5,,A.12.6.1,SI-2,3.14.1,0201.09j1Organizational.124 - 09.j,PRS-5,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_MissingSystemUpdates_Audit.json
Security Center,There should be more than one owner assigned to your subscription,None,PA-1,,,A.6.1.2,AC-6 (7),3.1.4,11208.01q1Organizational.8 - 01.q,AC-2,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_DesignateMoreThanOneOwner_Audit.json
